uf;br_formatada;municipio;mes;trimestre;dia_semana;dia_semana_num;fim_de_semana;hora;faixa_horaria;turno;fase_dia;causa_acidente;tipo_acidente;condicao_metereologica;tipo_pista;tracado_via;uso_solo;acidente_fatal
PB;BR-230;CABEDELO;3;1;SÁBADO;5;1;0;00H-02H;MADRUGADA;PLENA NOITE;DESVIO TEMPORÁRIO;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;DUPLA;"DESVIO TEMPORÁRIO;EM OBRAS";SIM;0
RO;BR-364;CACOAL;3;1;SÁBADO;5;1;0;00H-02H;MADRUGADA;PLENA NOITE;INGESTÃO DE ÁLCOOL PELO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;SIMPLES;"RETA;DECLIVE";NÃO;0
BA;BR-116;ANTONIO CARDOSO;3;1;SEXTA-FEIRA;4;0;22;21H-23H;NOITE;PLENA NOITE;TRANSITAR NA CONTRAMÃO;TOMBAMENTO;CÉU CLARO;DUPLA;RETA;NÃO;0
PR;BR-158;PATO BRANCO;3;1;SÁBADO;5;1;0;00H-02H;MADRUGADA;PLENA NOITE;TRANSITAR NA CONTRAMÃO;COLISÃO FRONTAL;CÉU CLARO;SIMPLES;RETA;NÃO;1
RS;BR-116;SAO LEOPOLDO;3;1;SÁBADO;5;1;0;00H-02H;MADRUGADA;PLENA NOITE;INGESTÃO DE ÁLCOOL PELO CONDUTOR;COLISÃO COM OBJETO;CÉU CLARO;MÚLTIPLA;RETA;NÃO;0
PI;BR-343;TERESINA;3;1;SÁBADO;5;1;0;00H-02H;MADRUGADA;PLENA NOITE;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO FRONTAL;CÉU CLARO;DUPLA;RETA;SIM;0
PR;BR-116;SAO JOSE DOS PINHAIS;3;1;SÁBADO;5;1;1;00H-02H;MADRUGADA;PLENA NOITE;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;CAPOTAMENTO;NUBLADO;DUPLA;RETA;NÃO;0
MT;BR-163;GUARANTA DO NORTE;3;1;SEXTA-FEIRA;4;0;23;21H-23H;NOITE;PLENA NOITE;CONVERSÃO PROIBIDA;COLISÃO FRONTAL;CÉU CLARO;SIMPLES;"RETA;ACLIVE;INTERSEÇÃO DE VIAS";SIM;0
SC;BR-470;GASPAR;3;1;SÁBADO;5;1;2;00H-02H;MADRUGADA;PLENA NOITE;INGESTÃO DE ÁLCOOL PELO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;DUPLA;RETA;NÃO;0
PR;BR-376;SAO JOSE DOS PINHAIS;3;1;SÁBADO;5;1;2;00H-02H;MADRUGADA;PLENA NOITE;VELOCIDADE INCOMPATÍVEL;COLISÃO TRASEIRA;GAROA/CHUVISCO;DUPLA;RETA;SIM;0
RS;BR-290;GRAVATAI;3;1;SÁBADO;5;1;1;00H-02H;MADRUGADA;PLENA NOITE;AUSÊNCIA DE REAÇÃO DO CONDUTOR;QUEDA DE OCUPANTE DE VEÍCULO;CÉU CLARO;MÚLTIPLA;RETA;NÃO;0
RJ;BR-116;RESENDE;3;1;SÁBADO;5;1;2;00H-02H;MADRUGADA;PLENA NOITE;AUSÊNCIA DE REAÇÃO DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;SIMPLES;RETA;NÃO;0
SP;BR-116;GUARULHOS;3;1;SÁBADO;5;1;4;03H-05H;MADRUGADA;PLENA NOITE;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO COM OBJETO;NUBLADO;DUPLA;"DECLIVE;CURVA";SIM;0
RJ;BR-393;BARRA DO PIRAI;3;1;SÁBADO;5;1;1;00H-02H;MADRUGADA;PLENA NOITE;VELOCIDADE INCOMPATÍVEL;COLISÃO COM OBJETO;CÉU CLARO;SIMPLES;CURVA;NÃO;0
DF;BR-020;BRASILIA;3;1;SÁBADO;5;1;4;03H-05H;MADRUGADA;PLENA NOITE;VELOCIDADE INCOMPATÍVEL;SAÍDA DE LEITO CARROÇÁVEL;CHUVA;DUPLA;RETA;SIM;0
MG;BR-116;LEOPOLDINA;3;1;SÁBADO;5;1;3;03H-05H;MADRUGADA;AMANHECER;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;CHUVA;SIMPLES;RETA;NÃO;0
SC;BR-282;PINHALZINHO;3;1;SÁBADO;5;1;5;03H-05H;MADRUGADA;AMANHECER;VELOCIDADE INCOMPATÍVEL;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;SIMPLES;CURVA;NÃO;0
SP;BR-116;GUARATINGUETA;3;1;SÁBADO;5;1;4;03H-05H;MADRUGADA;PLENA NOITE;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;NUBLADO;DUPLA;RETA;NÃO;1
PR;BR-277;MEDIANEIRA;3;1;SÁBADO;5;1;5;03H-05H;MADRUGADA;AMANHECER;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;RETA;SIM;0
PR;BR-277;CEU AZUL;3;1;SÁBADO;5;1;5;03H-05H;MADRUGADA;AMANHECER;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO COM OBJETO;NUBLADO;SIMPLES;"RETA;RETORNO REGULAMENTADO";SIM;0
MG;BR-356;MURIAE;3;1;SÁBADO;5;1;2;00H-02H;MADRUGADA;PLENA NOITE;INGESTÃO DE ÁLCOOL PELO CONDUTOR;TOMBAMENTO;NUBLADO;SIMPLES;CURVA;NÃO;0
SC;BR-101;JAGUARUNA;3;1;SÁBADO;5;1;7;06H-08H;MANHÃ;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;DUPLA;RETA;NÃO;0
PR;BR-476;ARAUCARIA;3;1;SÁBADO;5;1;6;06H-08H;MANHÃ;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;NÃO;0
SP;BR-116;BARRA DO TURVO;3;1;SÁBADO;5;1;5;03H-05H;MADRUGADA;AMANHECER;CHUVA;CAPOTAMENTO;GAROA/CHUVISCO;DUPLA;CURVA;NÃO;0
MT;BR-070;VARZEA GRANDE;3;1;SÁBADO;5;1;2;00H-02H;MADRUGADA;PLENA NOITE;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRANSVERSAL;NUBLADO;SIMPLES;RETA;SIM;0
MG;BR-116;INHAPIM;3;1;SÁBADO;5;1;0;00H-02H;MADRUGADA;PLENA NOITE;VELOCIDADE INCOMPATÍVEL;COLISÃO COM OBJETO;CÉU CLARO;SIMPLES;CURVA;NÃO;0
MA;BR-316;SANTA INES;3;1;SÁBADO;5;1;5;03H-05H;MADRUGADA;AMANHECER;INGESTÃO DE ÁLCOOL PELO CONDUTOR;COLISÃO FRONTAL;NUBLADO;SIMPLES;ROTATÓRIA;SIM;0
SP;BR-116;GUARATINGUETA;3;1;SÁBADO;5;1;6;06H-08H;MANHÃ;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO LATERAL MESMO SENTIDO;NUBLADO;DUPLA;RETA;NÃO;0
MG;BR-116;MANHUACU;3;1;SÁBADO;5;1;5;03H-05H;MADRUGADA;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;SIMPLES;RETA;NÃO;0
MA;BR-135;SAO LUIS;3;1;SÁBADO;5;1;7;06H-08H;MANHÃ;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;DUPLA;"RETA;RETORNO REGULAMENTADO";SIM;0
SC;BR-101;PALHOCA;3;1;SÁBADO;5;1;7;06H-08H;MANHÃ;PLENO DIA;AVARIAS E/OU DESGASTE EXCESSIVO NO PNEU;TOMBAMENTO;CÉU CLARO;DUPLA;RETA;SIM;0
MG;BR-381;SANTA LUZIA;3;1;SÁBADO;5;1;8;06H-08H;MANHÃ;PLENO DIA;TRANSITAR NA CONTRAMÃO;COLISÃO LATERAL SENTIDO OPOSTO;CÉU CLARO;SIMPLES;RETA;NÃO;0
PR;BR-373;PONTA GROSSA;3;1;TERÇA-FEIRA;1;0;20;18H-20H;NOITE;PLENA NOITE;AUSÊNCIA DE REAÇÃO DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;CHUVA;SIMPLES;CURVA;NÃO;0
RJ;BR-101;MANGARATIBA;3;1;SÁBADO;5;1;8;06H-08H;MANHÃ;PLENO DIA;VELOCIDADE INCOMPATÍVEL;ATROPELAMENTO DE PEDESTRE;NUBLADO;SIMPLES;RETA;SIM;0
SC;BR-101;JOINVILLE;2;1;QUINTA-FEIRA;3;0;22;21H-23H;NOITE;PLENA NOITE;AUSÊNCIA DE REAÇÃO DO CONDUTOR;TOMBAMENTO;NUBLADO;SIMPLES;RETA;SIM;0
GO;BR-153;ANAPOLIS;3;1;SÁBADO;5;1;8;06H-08H;MANHÃ;PLENO DIA;OBJETO ESTÁTICO SOBRE O LEITO CARROÇÁVEL;COLISÃO COM OBJETO;CÉU CLARO;DUPLA;"RETA;INTERSEÇÃO DE VIAS;DECLIVE";SIM;0
RS;BR-386;LAJEADO;3;1;SÁBADO;5;1;9;09H-11H;MANHÃ;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;TOMBAMENTO;NUBLADO;DUPLA;"CURVA;DESVIO TEMPORÁRIO;EM OBRAS;ACLIVE";SIM;0
SC;BR-282;PALHOCA;3;1;SÁBADO;5;1;9;09H-11H;MANHÃ;PLENO DIA;CONVERSÃO PROIBIDA;COLISÃO FRONTAL;NUBLADO;SIMPLES;RETA;SIM;0
PE;BR-101;GAMELEIRA;3;1;SÁBADO;5;1;9;09H-11H;MANHÃ;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;GAROA/CHUVISCO;DUPLA;RETA;NÃO;0
SC;BR-282;AGUAS MORNAS;3;1;SÁBADO;5;1;9;09H-11H;MANHÃ;PLENO DIA;CONVERSÃO PROIBIDA;COLISÃO TRASEIRA;NUBLADO;SIMPLES;"DECLIVE;CURVA";NÃO;0
SC;BR-280;GUARAMIRIM;3;1;SÁBADO;5;1;9;09H-11H;MANHÃ;PLENO DIA;CONVERSÃO PROIBIDA;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;"ACLIVE;EM OBRAS;RETA";NÃO;0
PR;BR-277;MORRETES;3;1;SÁBADO;5;1;9;09H-11H;MANHÃ;PLENO DIA;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO LATERAL MESMO SENTIDO;NUBLADO;DUPLA;RETA;SIM;0
BA;BR-407;JUAZEIRO;3;1;SÁBADO;5;1;9;09H-11H;MANHÃ;PLENO DIA;ULTRAPASSAGEM INDEVIDA;COLISÃO TRANSVERSAL;CÉU CLARO;DUPLA;RETORNO REGULAMENTADO;SIM;0
RS;BR-290;SANTO ANTONIO DA PATRULHA;3;1;SÁBADO;5;1;9;09H-11H;MANHÃ;PLENO DIA;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;RETA;NÃO;0
MG;BR-146;CABO VERDE;3;1;SÁBADO;5;1;7;06H-08H;MANHÃ;PLENO DIA;VELOCIDADE INCOMPATÍVEL;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;SIMPLES;RETA;NÃO;1
RS;BR-290;URUGUAIANA;3;1;SÁBADO;5;1;7;06H-08H;MANHÃ;AMANHECER;INGESTÃO DE ÁLCOOL PELO CONDUTOR;TOMBAMENTO;CÉU CLARO;SIMPLES;ACLIVE;SIM;0
ES;BR-101;ATILIO VIVACQUA;3;1;SÁBADO;5;1;11;09H-11H;MANHÃ;PLENO DIA;VELOCIDADE INCOMPATÍVEL;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;SIMPLES;"ROTATÓRIA;CURVA";NÃO;0
MG;BR-262;UBERABA;3;1;SÁBADO;5;1;9;09H-11H;MANHÃ;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;TOMBAMENTO;CÉU CLARO;DUPLA;RETA;SIM;0
PR;BR-IGNORADA;PAICANDU;3;1;SÁBADO;5;1;10;09H-11H;MANHÃ;PLENO DIA;DESRESPEITAR A PREFERÊNCIA NO CRUZAMENTO;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;INTERSEÇÃO DE VIAS;SIM;0
SP;BR-153;SAO JOSE DO RIO PRETO;3;1;SÁBADO;5;1;11;09H-11H;MANHÃ;PLENO DIA;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;RETA;SIM;0
PB;BR-230;CALDAS BRANDAO;3;1;SÁBADO;5;1;11;09H-11H;MANHÃ;PLENO DIA;INGESTÃO DE ÁLCOOL PELO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;NUBLADO;DUPLA;RETA;NÃO;0
RS;BR-116;ELDORADO DO SUL;3;1;SÁBADO;5;1;12;12H-14H;TARDE;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;TOMBAMENTO;SOL;DUPLA;RETA;SIM;0
PB;BR-104;LAGOA SECA;3;1;SÁBADO;5;1;12;12H-14H;TARDE;PLENO DIA;INGESTÃO DE ÁLCOOL PELO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;RETA;NÃO;0
GO;BR-040;VALPARAISO DE GOIAS;3;1;SÁBADO;5;1;12;12H-14H;TARDE;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;SIM;0
MG;BR-262;BOM DESPACHO;3;1;SÁBADO;5;1;9;09H-11H;MANHÃ;PLENO DIA;TRANSITAR NA CONTRAMÃO;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;RETA;NÃO;1
SC;BR-282;PALHOCA;3;1;SÁBADO;5;1;11;09H-11H;MANHÃ;PLENO DIA;ULTRAPASSAGEM INDEVIDA;COLISÃO FRONTAL;NUBLADO;SIMPLES;CURVA;NÃO;0
RS;BR-153;ERECHIM;2;1;TERÇA-FEIRA;1;0;17;15H-17H;TARDE;PLENO DIA;CONVERSÃO PROIBIDA;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;"DECLIVE;RETA";SIM;0
MA;BR-010;IMPERATRIZ;3;1;SÁBADO;5;1;11;09H-11H;MANHÃ;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;RETA;SIM;0
PR;BR-277;LARANJEIRAS DO SUL;3;1;SÁBADO;5;1;13;12H-14H;TARDE;PLENO DIA;ULTRAPASSAGEM INDEVIDA;COLISÃO LATERAL MESMO SENTIDO;NUBLADO;SIMPLES;CURVA;NÃO;0
SP;BR-153;SAO JOSE DO RIO PRETO;3;1;SÁBADO;5;1;14;12H-14H;TARDE;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;"RETA;ACLIVE";SIM;0
MS;BR-060;PARAISO DAS AGUAS;3;1;SÁBADO;5;1;5;03H-05H;MADRUGADA;AMANHECER;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;IGNORADO;SIMPLES;RETA;NÃO;0
BA;BR-116;FEIRA DE SANTANA;3;1;SÁBADO;5;1;13;12H-14H;TARDE;PLENO DIA;ENTRADA INOPINADA DO PEDESTRE;ATROPELAMENTO DE PEDESTRE;CÉU CLARO;DUPLA;RETA;SIM;1
PE;BR-101;IGARASSU;3;1;SÁBADO;5;1;14;12H-14H;TARDE;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;NUBLADO;MÚLTIPLA;RETA;SIM;0
MS;BR-163;SONORA;3;1;SÁBADO;5;1;12;12H-14H;TARDE;PLENO DIA;TRANSITAR NA CONTRAMÃO;COLISÃO FRONTAL;CÉU CLARO;SIMPLES;RETA;NÃO;0
PR;BR-376;SAO JOSE DOS PINHAIS;3;1;SÁBADO;5;1;15;15H-17H;TARDE;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;QUEDA DE OCUPANTE DE VEÍCULO;NUBLADO;DUPLA;CURVA;NÃO;0
RJ;BR-040;DUQUE DE CAXIAS;2;1;QUARTA-FEIRA;2;0;12;12H-14H;TARDE;PLENO DIA;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;COLISÃO COM OBJETO;CÉU CLARO;DUPLA;RETA;SIM;0
RN;BR-427;ACARI;3;1;SÁBADO;5;1;15;15H-17H;TARDE;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;RETA;SIM;0
SP;BR-116;EMBU DAS ARTES;3;1;SÁBADO;5;1;15;15H-17H;TARDE;PLENO DIA;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;"ACLIVE;RETA";SIM;0
SP;BR-116;GUARULHOS;3;1;SÁBADO;5;1;16;15H-17H;TARDE;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;MÚLTIPLA;RETA;SIM;0
MG;BR-040;NOVA LIMA;3;1;SÁBADO;5;1;16;15H-17H;TARDE;PLENO DIA;VELOCIDADE INCOMPATÍVEL;SAÍDA DE LEITO CARROÇÁVEL;NUBLADO;SIMPLES;RETA;NÃO;0
MG;BR-381;CAMBUI;3;1;SÁBADO;5;1;16;15H-17H;TARDE;PLENO DIA;VELOCIDADE INCOMPATÍVEL;COLISÃO COM OBJETO;CHUVA;DUPLA;CURVA;NÃO;0
RS;BR-116;DOIS IRMAOS;3;1;SÁBADO;5;1;11;09H-11H;MANHÃ;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;NUBLADO;SIMPLES;"ACLIVE;RETA";SIM;0
RS;BR-290;SANTA MARGARIDA DO SUL;3;1;SÁBADO;5;1;14;12H-14H;TARDE;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO TRASEIRA;SOL;SIMPLES;"RETA;EM OBRAS";NÃO;0
SC;BR-470;APIUNA;3;1;SÁBADO;5;1;15;15H-17H;TARDE;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO TRASEIRA;NUBLADO;SIMPLES;RETA;SIM;0
PI;BR-316;TERESINA;3;1;SÁBADO;5;1;14;12H-14H;TARDE;PLENO DIA;TRANSITAR NA CONTRAMÃO;COLISÃO FRONTAL;SOL;MÚLTIPLA;RETA;SIM;0
BA;BR-242;SEABRA;3;1;SÁBADO;5;1;14;12H-14H;TARDE;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;SOL;SIMPLES;RETA;NÃO;0
DF;BR-070;BRASILIA;3;1;SÁBADO;5;1;16;15H-17H;TARDE;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRASEIRA;CÉU CLARO;MÚLTIPLA;RETA;SIM;0
RS;BR-386;POUSO NOVO;3;1;SÁBADO;5;1;14;12H-14H;TARDE;PLENO DIA;TRANSITAR NA CONTRAMÃO;COLISÃO FRONTAL;SOL;SIMPLES;"DECLIVE;CURVA";NÃO;1
BA;BR-135;BARREIRAS;3;1;SÁBADO;5;1;15;15H-17H;TARDE;PLENO DIA;ULTRAPASSAGEM INDEVIDA;COLISÃO FRONTAL;CÉU CLARO;SIMPLES;"INTERSEÇÃO DE VIAS;CURVA";SIM;0
SP;BR-116;SAO PAULO;3;1;SÁBADO;5;1;17;15H-17H;TARDE;ANOITECER;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO TRASEIRA;CÉU CLARO;MÚLTIPLA;RETA;NÃO;0
GO;BR-060;SANTO ANTONIO DO DESCOBERTO;3;1;SÁBADO;5;1;16;15H-17H;TARDE;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;CAPOTAMENTO;CÉU CLARO;DUPLA;DECLIVE;NÃO;0
ES;BR-262;IBATIBA;3;1;SÁBADO;5;1;12;12H-14H;TARDE;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;"INTERSEÇÃO DE VIAS;CURVA";NÃO;0
PR;BR-376;SAO JOSE DOS PINHAIS;3;1;SÁBADO;5;1;17;15H-17H;TARDE;ANOITECER;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;"RETA;INTERSEÇÃO DE VIAS";SIM;0
MG;BR-365;ITUIUTABA;3;1;SÁBADO;5;1;18;18H-20H;NOITE;ANOITECER;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;"RETA;RETORNO REGULAMENTADO";SIM;0
MA;BR-316;BELA VISTA DO MARANHAO;3;1;SÁBADO;5;1;17;15H-17H;TARDE;PLENO DIA;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;COLISÃO TRASEIRA;NUBLADO;SIMPLES;"RETA;DECLIVE";NÃO;0
MG;BR-050;UBERABA;3;1;SÁBADO;5;1;15;15H-17H;TARDE;PLENO DIA;INGESTÃO DE ÁLCOOL PELO CONDUTOR;TOMBAMENTO;CÉU CLARO;SIMPLES;CURVA;NÃO;0
SC;BR-282;MARAVILHA;3;1;SÁBADO;5;1;16;15H-17H;TARDE;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;SIMPLES;RETA;SIM;0
MS;BR-163;DOURADOS;3;1;SÁBADO;5;1;17;15H-17H;TARDE;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;ENGAVETAMENTO;CÉU CLARO;DUPLA;"ROTATÓRIA;RETA";SIM;0
PR;BR-376;JANDAIA DO SUL;3;1;SÁBADO;5;1;18;18H-20H;NOITE;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;"RETA;DECLIVE";NÃO;0
RJ;BR-116;PORTO REAL;3;1;SÁBADO;5;1;17;15H-17H;TARDE;ANOITECER;ACUMULO DE ÁGUA SOBRE O PAVIMENTO;COLISÃO COM OBJETO;CHUVA;DUPLA;CURVA;SIM;0
RJ;BR-101;ANGRA DOS REIS;3;1;SÁBADO;5;1;18;18H-20H;NOITE;PLENA NOITE;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;ATROPELAMENTO DE PEDESTRE;CÉU CLARO;SIMPLES;RETA;SIM;0
MA;BR-222;ACAILANDIA;3;1;SÁBADO;5;1;18;18H-20H;NOITE;ANOITECER;AUSÊNCIA DE SINALIZAÇÃO;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;SIMPLES;DECLIVE;SIM;0
BA;BR-101;PRESIDENTE TANCREDO NEVES;3;1;SÁBADO;5;1;10;09H-11H;MANHÃ;PLENO DIA;VELOCIDADE INCOMPATÍVEL;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;SIMPLES;CURVA;NÃO;0
RS;BR-392;CERRO LARGO;3;1;SÁBADO;5;1;18;18H-20H;NOITE;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;"INTERSEÇÃO DE VIAS;CURVA";SIM;0
MT;BR-070;BARRA DO GARCAS;3;1;SÁBADO;5;1;17;15H-17H;TARDE;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;SIMPLES;"RETA;ACLIVE";SIM;0
ES;BR-101;SAO MATEUS;3;1;SÁBADO;5;1;19;18H-20H;NOITE;ANOITECER;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;SIM;0
MG;BR-116;TEOFILO OTONI;3;1;SÁBADO;5;1;19;18H-20H;NOITE;PLENA NOITE;TRAFEGAR COM MOTOCICLETA (OU SIMILAR) ENTRE AS FAIXAS;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;SIMPLES;CURVA;SIM;0
RJ;BR-040;DUQUE DE CAXIAS;3;1;SÁBADO;5;1;17;15H-17H;TARDE;PLENO DIA;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;SIM;0
ES;BR-262;CONCEICAO DO CASTELO;3;1;SÁBADO;5;1;19;18H-20H;NOITE;PLENA NOITE;TRANSITAR NA CONTRAMÃO;COLISÃO LATERAL SENTIDO OPOSTO;CHUVA;SIMPLES;"DECLIVE;RETA";NÃO;0
RS;BR-116;CAXIAS DO SUL;3;1;SÁBADO;5;1;19;18H-20H;NOITE;PLENA NOITE;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;"DECLIVE;CURVA";SIM;0
MG;BR-050;UBERABA;3;1;SÁBADO;5;1;18;18H-20H;NOITE;PLENA NOITE;INGESTÃO DE ÁLCOOL PELO CONDUTOR;COLISÃO COM OBJETO;CÉU CLARO;DUPLA;"CURVA;VIADUTO";SIM;0
PR;BR-469;FOZ DO IGUACU;3;1;SÁBADO;5;1;19;18H-20H;NOITE;PLENA NOITE;INGESTÃO DE ÁLCOOL PELO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;SIMPLES;"RETA;EM OBRAS";SIM;0
CE;BR-116;FORTALEZA;3;1;SÁBADO;5;1;18;18H-20H;NOITE;PLENA NOITE;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;MÚLTIPLA;RETA;SIM;1
CE;BR-230;LAVRAS DA MANGABEIRA;3;1;SÁBADO;5;1;18;18H-20H;NOITE;PLENA NOITE;TRANSITAR NO ACOSTAMENTO;COLISÃO TRASEIRA;NUBLADO;SIMPLES;RETA;NÃO;0
SC;BR-470;POUSO REDONDO;3;1;SÁBADO;5;1;19;18H-20H;NOITE;PLENA NOITE;INGESTÃO DE ÁLCOOL PELO CONDUTOR;COLISÃO TRANSVERSAL;NUBLADO;SIMPLES;"CURVA;DECLIVE";SIM;0
PR;BR-376;SARANDI;3;1;SÁBADO;5;1;19;18H-20H;NOITE;PLENA NOITE;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;CÉU CLARO;MÚLTIPLA;RETA;NÃO;0
